,schedule_season,week,playoff,team_home,score_home,score_away,team_away,home_div,away_div,home_spread,game_home_margin,over_under_line,game_total,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,home_W,home_L,home_T,away_W,away_L,away_T,home_streak,away_streak,h_made_playoffs,h_last_year_w,a_made_playoffs,a_last_year_w,same_div,same_conf,hPF,hPA,aPF,aPA
37,1988,3,1,26,17.0,6.0,20,3.0,3.0,8.0,11.0,42.0,23.0,25,0,66.0,7.0,74,0,0,2,0,2,0,0,0.0,0.0,0,0,0,0,1,1,8,29,26,12
38,1988,3,1,27,17.0,34.0,14,8.0,8.0,-14.0,-17.0,44.0,51.0,26,0,65.0,12.0,48,0,2,0,0,0,2,0,0.0,0.0,0,0,0,0,1,1,27,25,19,30
39,1988,3,1,12,24.0,30.0,22,0.0,8.0,3.0,-6.0,42.0,54.0,12,0,81.0,6.0,78,0,1,1,0,0,2,0,1.0,0.0,0,0,0,0,0,0,13,25,14,19
40,1988,3,1,21,17.0,10.0,19,6.0,6.0,-5.0,7.0,47.0,27.0,21,0,69.0,10.0,87,0,1,1,0,1,1,0,1.0,-1.0,0,0,0,0,1,1,25,28,32,21
41,1988,3,1,15,23.0,17.0,6,5.0,1.0,-2.0,6.0,37.0,40.0,15,0,72.0,13.0,86,0,1,1,0,0,2,0,-1.0,0.0,0,0,0,0,0,1,4,13,13,17
42,1988,4,1,0,36.0,28.0,11,1.0,5.0,-4.0,8.0,38.0,64.0,0,0,57.0,7.0,62,0,3,0,0,1,2,0,0.0,-2.0,0,0,0,0,0,1,12,10,21,22
43,1988,4,1,2,24.0,17.0,15,5.0,5.0,-3.5,7.0,41.0,41.0,2,0,61.0,9.0,71,0,3,0,0,2,1,0,0.0,1.0,0,0,0,0,1,1,22,16,10,14
44,1988,4,1,23,26.0,20.0,14,6.0,8.0,-6.0,6.0,42.0,46.0,23,0,69.0,10.0,70,0,1,2,0,1,2,0,-1.0,1.0,0,0,0,0,0,1,16,16,24,25
45,1988,4,1,4,10.0,17.0,25,0.0,1.0,2.0,-7.0,40.0,27.0,4,0,72.0,0.0,0,1,1,2,0,2,1,0,-2.0,2.0,0,0,0,0,0,1,18,18,23,11
46,1988,4,1,5,6.0,24.0,1,0.0,0.0,6.0,-18.0,38.0,30.0,5,0,58.0,10.0,65,0,0,3,0,2,1,0,0.0,-1.0,0,0,0,0,1,1,11,23,19,17
47,1988,4,1,16,31.0,6.0,9,5.0,1.0,-3.5,25.0,41.0,37.0,16,0,72.0,0.0,0,1,2,1,0,1,2,0,-1.0,-2.0,0,0,0,0,0,1,19,31,16,18
48,1988,4,1,6,15.0,13.0,24,1.0,1.0,-2.5,2.0,42.0,28.0,6,0,72.0,0.0,0,1,0,3,0,1,2,0,0.0,1.0,0,0,0,0,1,1,14,19,12,20
49,1988,4,1,7,23.0,24.0,26,3.0,3.0,-6.0,-1.0,38.0,47.0,7,0,64.0,8.0,63,0,1,2,0,1,2,0,1.0,1.0,0,0,0,0,1,1,11,16,11,21
50,1988,4,1,18,23.0,21.0,19,0.0,6.0,-6.0,2.0,45.0,44.0,18,0,72.0,0.0,0,1,2,1,0,1,2,0,2.0,-2.0,0,0,0,0,0,0,25,8,25,19
51,1988,4,1,10,13.0,9.0,12,8.0,0.0,-13.5,4.0,44.0,22.0,10,0,72.0,0.0,0,1,2,1,0,1,2,0,2.0,-1.0,0,0,0,0,0,0,28,23,17,27
52,1988,4,1,13,31.0,45.0,17,6.0,8.0,-3.5,-14.0,39.0,76.0,13,0,64.0,11.0,63,0,2,1,0,3,0,0,1.0,0.0,0,0,0,0,0,1,18,16,24,11
53,1988,4,1,22,30.0,21.0,21,8.0,6.0,3.5,9.0,41.0,51.0,22,0,84.0,7.0,27,0,1,2,0,2,1,0,1.0,2.0,0,0,0,0,0,1,19,20,22,22
54,1988,4,1,20,7.0,38.0,27,3.0,8.0,1.5,-31.0,42.0,45.0,20,0,72.0,0.0,0,1,2,1,0,2,1,0,-1.0,-1.0,0,0,0,0,0,0,19,13,23,28
55,1988,4,1,3,27.0,30.0,8,3.0,3.0,-6.5,-3.0,43.0,57.0,3,0,66.0,8.0,28,0,1,2,0,1,2,0,-1.0,-2.0,0,0,0,0,1,1,20,14,25,24
56,1988,5,1,14,20.0,31.0,20,8.0,3.0,4.0,-11.0,39.0,51.0,14,0,70.0,9.0,87,0,1,3,0,2,2,0,-1.0,-2.0,0,0,0,0,0,0,23,25,16,19
57,1988,5,1,1,24.0,3.0,0,0.0,1.0,-4.0,21.0,37.0,27.0,1,0,59.0,11.0,76,0,3,1,0,4,0,0,1.0,0.0,0,0,0,0,0,1,20,14,18,14
58,1988,5,1,8,21.0,45.0,2,3.0,5.0,-1.5,-24.0,44.0,66.0,8,0,64.0,10.0,82,0,2,2,0,4,0,0,1.0,0.0,0,0,0,0,0,1,26,25,22,16
59,1988,5,1,17,27.0,41.0,22,8.0,8.0,-7.5,-14.0,42.0,68.0,17,0,64.0,10.0,82,0,4,0,0,2,2,0,0.0,2.0,0,0,0,0,1,1,29,16,22,20
60,1988,5,1,24,24.0,7.0,18,1.0,0.0,3.0,17.0,42.0,31.0,24,0,82.0,14.0,76,0,1,3,0,3,1,0,-1.0,3.0,0,0,0,0,0,1,12,18,25,11
61,1988,5,1,9,21.0,17.0,6,1.0,1.0,-2.0,4.0,37.0,38.0,9,0,68.0,19.0,74,0,1,3,0,1,3,0,-3.0,1.0,0,0,0,0,1,1,13,21,14,17
62,1988,5,1,25,17.0,17.0,7,1.0,3.0,-5.5,0.0,39.0,34.0,13,0,70.0,14.0,73,0,3,1,0,1,3,0,3.0,-1.0,0,0,0,0,0,1,22,11,14,18
63,1988,5,1,19,32.0,23.0,16,6.0,5.0,-4.0,9.0,44.0,55.0,19,0,68.0,13.0,80,0,1,3,0,3,1,0,-3.0,1.0,0,0,0,0,0,0,24,20,22,25
64,1988,5,1,11,9.0,23.0,15,5.0,5.0,-2.5,-14.0,40.0,32.0,11,0,68.0,15.0,79,0,1,3,0,2,2,0,-3.0,-1.0,0,0,0,0,1,1,23,26,12,16
65,1988,5,1,26,0.0,12.0,3,3.0,3.0,4.0,-12.0,41.0,12.0,25,0,66.0,9.0,83,0,2,2,0,1,3,0,2.0,-2.0,0,0,0,0,1,1,14,21,22,18
66,1988,5,1,27,20.0,13.0,4,8.0,0.0,-13.5,7.0,43.0,33.0,26,0,60.0,12.0,75,0,3,1,0,1,3,0,1.0,-3.0,0,0,0,0,0,0,27,22,16,18
67,1988,5,1,12,27.0,24.0,5,0.0,0.0,-2.5,3.0,39.0,51.0,12,0,80.0,8.0,68,0,1,3,0,0,4,0,-2.0,0.0,0,0,0,0,1,1,15,23,10,23
68,1988,5,1,21,23.0,24.0,13,6.0,6.0,-3.5,-1.0,41.0,47.0,21,0,69.0,16.0,84,0,2,2,0,2,2,0,-1.0,-1.0,0,0,0,0,1,1,22,24,21,23
69,1988,5,1,10,20.0,17.0,23,8.0,6.0,-6.5,3.0,43.0,37.0,10,0,72.0,0.0,0,1,3,1,0,2,2,0,3.0,1.0,0,0,0,0,0,1,24,19,18,17
70,1988,6,1,14,0.0,33.0,17,8.0,8.0,6.5,-33.0,44.0,33.0,14,0,56.0,6.0,55,0,1,4,0,4,1,0,-2.0,-1.0,0,0,0,0,1,1,22,26,29,21
71,1988,6,1,0,34.0,23.0,6,1.0,1.0,-4.5,11.0,36.0,57.0,0,0,42.0,7.0,85,0,4,1,0,1,4,0,-1.0,-1.0,0,0,0,0,1,1,15,16,15,18
72,1988,6,1,2,36.0,19.0,25,5.0,1.0,-6.0,17.0,43.0,55.0,2,0,51.0,9.0,56,0,5,0,0,3,1,1,0.0,0.0,0,0,0,0,0,1,27,17,21,12
73,1988,6,1,15,10.0,16.0,20,5.0,3.0,-3.5,-6.0,38.0,26.0,15,0,50.0,9.0,65,0,3,2,0,3,2,0,1.0,1.0,0,0,0,0,0,1,14,15,19,19
74,1988,6,1,23,17.0,35.0,21,6.0,6.0,1.5,-18.0,42.0,52.0,23,0,63.0,11.0,82,0,2,3,0,2,3,0,-1.0,-2.0,0,0,0,0,1,1,18,18,22,24
75,1988,6,1,4,7.0,24.0,1,0.0,0.0,7.0,-17.0,37.0,31.0,4,0,72.0,0.0,0,1,1,4,0,4,1,0,-4.0,2.0,0,0,0,0,1,1,15,18,21,12
76,1988,6,1,5,45.0,3.0,9,0.0,1.0,2.5,42.0,38.0,48.0,5,0,53.0,7.0,77,0,0,5,0,2,3,0,0.0,1.0,0,0,0,0,0,1,12,24,15,20
77,1988,6,1,16,7.0,6.0,7,5.0,3.0,-5.0,1.0,42.0,13.0,16,0,72.0,0.0,0,1,3,2,0,1,3,1,-1.0,0.0,0,0,0,0,0,1,22,26,14,18
78,1988,6,1,8,14.0,24.0,24,3.0,1.0,-2.5,-10.0,45.0,38.0,8,0,74.0,10.0,47,0,2,3,0,2,3,0,-1.0,1.0,0,0,0,0,0,1,25,29,14,16
79,1988,6,1,18,14.0,13.0,12,0.0,0.0,-13.0,1.0,43.0,27.0,18,0,72.0,0.0,0,1,3,2,0,2,3,0,-1.0,1.0,0,0,0,0,1,1,21,14,17,23
80,1988,6,1,22,31.0,14.0,11,8.0,5.0,-6.0,17.0,44.0,45.0,22,0,84.0,5.0,19,0,3,2,0,1,4,0,3.0,-4.0,0,0,0,0,0,0,25,22,20,25
81,1988,6,1,26,17.0,23.0,10,3.0,8.0,4.5,-6.0,39.0,40.0,25,0,72.0,8.0,51,0,2,3,0,4,1,0,-1.0,4.0,0,0,0,0,0,0,11,19,23,19
82,1988,6,1,27,13.0,16.0,3,8.0,3.0,-6.0,-3.0,43.0,29.0,26,0,62.0,16.0,74,0,4,1,0,2,3,0,2.0,1.0,0,0,0,0,0,0,25,20,20,14
83,1988,6,1,19,24.0,13.0,13,6.0,6.0,-2.0,11.0,44.0,37.0,19,0,55.0,12.0,66,0,2,3,0,3,2,0,1.0,1.0,0,0,0,0,1,1,25,21,22,23
84,1988,7,1,1,17.0,7.0,23,0.0,6.0,-7.0,10.0,38.0,24.0,1,0,63.0,20.0,68,0,5,1,0,2,4,0,3.0,-2.0,0,0,0,0,0,0,21,11,18,20
85,1988,7,1,15,19.0,3.0,19,5.0,6.0,-0.0,16.0,38.0,22.0,15,0,61.0,17.0,48,0,3,3,0,3,3,0,-1.0,2.0,0,0,0,0,0,0,13,15,25,19
86,1988,7,1,3,30.0,14.0,14,3.0,8.0,-13.0,16.0,42.0,44.0,3,0,61.0,15.0,33,0,3,3,0,1,5,0,2.0,-3.0,0,0,0,0,0,0,19,14,18,27
87,1988,7,1,6,35.0,31.0,12,1.0,0.0,-6.0,4.0,38.0,66.0,6,0,72.0,0.0,0,1,1,5,0,2,4,0,-2.0,-1.0,0,0,0,0,0,1,16,20,16,22
88,1988,7,1,7,17.0,27.0,8,3.0,3.0,-3.0,-10.0,40.0,44.0,7,0,64.0,9.0,64,0,1,4,1,2,4,0,-1.0,-2.0,0,0,0,0,1,1,13,16,23,28
89,1988,7,1,17,21.0,24.0,27,8.0,8.0,-0.0,-3.0,43.0,45.0,17,0,66.0,6.0,82,0,5,1,0,4,2,0,1.0,-1.0,0,0,0,0,1,1,29,17,23,20
90,1988,7,1,24,31.0,28.0,26,1.0,3.0,-9.5,3.0,40.0,59.0,24,0,78.0,14.0,63,0,3,3,0,2,4,0,2.0,-2.0,0,0,0,0,0,1,16,16,12,20
91,1988,7,1,18,14.0,34.0,5,0.0,0.0,-10.0,-20.0,41.0,48.0,18,0,72.0,0.0,0,1,4,2,0,1,5,0,1.0,1.0,0,0,0,0,1,1,20,14,18,20
92,1988,7,1,9,27.0,21.0,2,1.0,5.0,5.0,6.0,43.0,48.0,9,0,52.0,10.0,92,0,2,4,0,6,0,0,-1.0,0.0,0,0,0,0,0,1,13,24,28,17
93,1988,7,1,13,30.0,10.0,4,6.0,0.0,-11.0,20.0,39.0,40.0,13,0,59.0,10.0,70,0,3,3,0,1,5,0,-1.0,-5.0,0,0,0,0,0,0,20,23,14,19
94,1988,7,1,11,14.0,34.0,16,5.0,5.0,-1.0,-20.0,38.0,48.0,11,0,59.0,11.0,46,0,1,5,0,4,2,0,-5.0,1.0,0,0,0,0,1,1,19,26,19,23
95,1988,7,1,20,19.0,20.0,10,3.0,8.0,-2.5,-1.0,40.0,39.0,20,0,72.0,0.0,0,1,4,2,0,5,1,0,2.0,5.0,0,0,0,0,0,0,18,18,23,18
96,1988,7,1,21,33.0,17.0,22,6.0,8.0,-6.5,16.0,46.0,50.0,21,0,61.0,9.0,57,0,3,3,0,4,2,0,1.0,4.0,0,0,0,0,0,1,24,22,26,20
97,1988,7,1,25,14.0,37.0,0,1.0,1.0,-2.0,-23.0,40.0,51.0,13,0,63.0,13.0,81,0,3,2,1,5,1,0,-1.0,1.0,0,0,0,0,1,1,20,16,18,17
98,1988,8,1,14,16.0,23.0,13,8.0,6.0,7.5,-7.0,43.0,39.0,14,0,54.0,8.0,51,0,1,6,0,4,3,0,-4.0,1.0,0,0,0,0,0,1,18,28,22,21
99,1988,8,1,0,23.0,20.0,9,1.0,1.0,-6.5,3.0,40.0,43.0,0,0,43.0,12.0,81,0,6,1,0,3,4,0,2.0,1.0,0,0,0,0,1,1,21,17,15,24
100,1988,8,1,2,44.0,21.0,16,5.0,5.0,-5.0,23.0,46.0,65.0,2,0,42.0,13.0,84,0,6,1,0,5,2,0,-1.0,2.0,0,0,0,0,1,1,27,19,21,21
101,1988,8,1,5,17.0,20.0,21,0.0,6.0,5.0,-3.0,44.0,37.0,5,0,43.0,14.0,80,0,2,5,0,4,3,0,2.0,2.0,0,0,0,0,0,0,20,19,25,22
102,1988,8,1,7,6.0,7.0,4,3.0,0.0,-6.5,-1.0,37.0,13.0,7,0,58.0,20.0,47,0,1,5,1,1,6,0,-2.0,-6.0,0,0,0,0,0,1,13,17,13,21
103,1988,8,1,17,31.0,10.0,20,8.0,3.0,-4.5,21.0,41.0,41.0,17,0,64.0,6.0,83,0,5,2,0,4,3,0,-1.0,-1.0,0,0,0,0,0,0,28,18,18,18
104,1988,8,1,24,30.0,44.0,25,1.0,1.0,-6.5,-14.0,43.0,74.0,24,0,77.0,11.0,71,0,4,3,0,3,3,1,3.0,-2.0,0,0,0,0,1,1,18,17,19,19
105,1988,8,1,10,20.0,6.0,8,8.0,3.0,-5.0,14.0,42.0,26.0,10,0,72.0,0.0,0,1,6,1,0,3,4,0,6.0,1.0,0,0,0,0,0,0,22,18,24,26
106,1988,8,1,19,24.0,23.0,23,6.0,6.0,-5.5,1.0,41.0,47.0,19,0,50.0,14.0,68,0,3,4,0,2,5,0,-1.0,-3.0,0,0,0,0,1,1,22,19,16,20
107,1988,8,1,22,21.0,29.0,15,8.0,5.0,1.0,-8.0,41.0,50.0,22,0,80.0,7.0,46,0,4,3,0,4,3,0,-1.0,1.0,0,0,0,0,0,0,25,22,14,13
108,1988,8,1,11,39.0,21.0,3,5.0,3.0,4.0,18.0,41.0,60.0,11,0,43.0,13.0,81,0,1,6,0,4,3,0,-6.0,3.0,0,0,0,0,0,1,18,27,20,14
109,1988,8,1,26,0.0,16.0,6,3.0,1.0,-0.0,-16.0,39.0,16.0,25,0,63.0,7.0,89,0,2,5,0,2,5,0,-3.0,1.0,0,0,0,0,0,1,14,21,19,22
110,1988,8,1,12,20.0,49.0,18,0.0,0.0,3.5,-29.0,42.0,69.0,12,0,65.0,6.0,60,0,2,5,0,4,3,0,-2.0,-1.0,0,0,0,0,1,1,18,23,19,16
111,1988,8,1,1,10.0,9.0,27,0.0,8.0,-2.5,1.0,39.0,19.0,1,0,38.0,18.0,73,0,6,1,0,5,2,0,4.0,1.0,0,0,0,0,0,0,21,10,23,20
112,1988,9,1,0,28.0,0.0,5,1.0,0.0,-7.0,28.0,41.0,28.0,0,0,36.0,15.0,58,0,7,1,0,2,6,0,3.0,-1.0,0,0,0,0,0,1,21,17,20,19
113,1988,9,1,15,23.0,16.0,2,5.0,5.0,-3.5,7.0,43.0,39.0,15,0,38.0,9.0,57,0,5,3,0,7,1,0,2.0,1.0,0,0,0,0,1,1,16,14,29,19
114,1988,9,1,23,10.0,16.0,22,6.0,8.0,-3.0,-6.0,43.0,26.0,23,0,57.0,10.0,95,0,2,6,0,4,4,0,-4.0,-2.0,0,0,0,0,0,1,17,20,24,23
115,1988,9,1,4,10.0,13.0,13,0.0,6.0,7.0,-3.0,37.0,23.0,4,0,72.0,0.0,0,1,2,6,0,5,3,0,1.0,2.0,0,0,0,0,0,0,12,19,22,21
116,1988,9,1,16,41.0,17.0,21,5.0,6.0,1.0,24.0,47.0,58.0,16,0,72.0,0.0,0,1,5,3,0,5,3,0,-1.0,3.0,0,0,0,0,0,0,21,24,24,21
117,1988,9,1,8,17.0,10.0,7,3.0,3.0,-6.5,7.0,40.0,27.0,8,0,62.0,10.0,74,0,3,5,0,1,6,1,-1.0,-3.0,0,0,0,0,1,1,21,25,12,16
118,1988,9,1,9,30.0,7.0,1,1.0,0.0,5.0,23.0,37.0,37.0,9,0,43.0,13.0,44,0,3,5,0,7,1,0,-1.0,5.0,0,0,0,0,0,1,15,24,19,10
119,1988,9,1,10,10.0,12.0,17,8.0,8.0,-2.0,-2.0,41.0,22.0,10,0,72.0,0.0,0,1,7,1,0,6,2,0,7.0,1.0,0,0,0,0,1,1,22,17,28,17
120,1988,9,1,25,24.0,20.0,11,1.0,5.0,-4.5,4.0,44.0,44.0,13,0,46.0,14.0,40,0,4,3,1,2,6,0,1.0,1.0,0,0,0,0,0,1,22,20,21,26
121,1988,9,1,19,24.0,27.0,14,6.0,8.0,-10.5,-3.0,43.0,51.0,19,0,43.0,10.0,50,0,4,4,0,1,7,0,1.0,-5.0,0,0,0,0,0,1,22,20,17,27
122,1988,9,1,27,24.0,21.0,18,8.0,0.0,-4.0,3.0,42.0,45.0,26,0,56.0,9.0,76,0,5,3,0,5,3,0,-1.0,1.0,0,0,0,0,0,0,21,18,23,17
123,1988,9,1,20,17.0,14.0,26,3.0,3.0,-8.0,3.0,39.0,31.0,20,0,72.0,0.0,0,1,4,4,0,2,6,0,-2.0,-4.0,0,0,0,0,1,1,17,20,12,21
124,1988,9,1,12,14.0,17.0,24,0.0,1.0,4.0,-3.0,46.0,31.0,12,0,73.0,6.0,73,0,2,6,0,4,4,0,-3.0,-1.0,0,0,0,0,0,1,18,27,19,21
125,1988,9,1,6,55.0,23.0,3,1.0,3.0,-1.0,32.0,40.0,78.0,6,0,72.0,0.0,0,1,3,5,0,4,4,0,2.0,-1.0,0,0,0,0,0,1,18,19,20,17
126,1988,10,1,14,20.0,0.0,5,8.0,0.0,-3.0,20.0,42.0,20.0,14,0,53.0,13.0,55,0,2,7,0,2,7,0,1.0,-2.0,0,0,0,0,0,0,18,27,17,20
127,1988,10,1,1,28.0,10.0,12,0.0,0.0,-9.5,18.0,36.0,38.0,1,0,34.0,18.0,91,0,7,2,0,2,7,0,-1.0,-4.0,0,0,0,0,1,1,18,12,18,25
128,1988,10,1,2,42.0,7.0,11,5.0,5.0,-8.0,35.0,47.0,49.0,2,0,37.0,18.0,84,0,7,2,0,2,7,0,-1.0,-1.0,0,0,0,0,1,1,28,19,21,26
129,1988,10,1,3,17.0,11.0,7,3.0,3.0,-8.0,6.0,40.0,28.0,3,0,47.0,8.0,39,0,4,5,0,1,7,1,-2.0,-4.0,0,0,0,0,1,1,21,21,12,16
130,1988,10,1,6,38.0,14.0,25,1.0,1.0,-4.0,24.0,41.0,52.0,6,0,72.0,0.0,0,1,4,5,0,5,3,1,3.0,2.0,0,0,0,0,1,1,22,19,22,20
131,1988,10,1,18,44.0,17.0,4,0.0,0.0,-11.0,27.0,39.0,61.0,18,0,72.0,0.0,0,1,5,4,0,2,7,0,-1.0,-1.0,0,0,0,0,1,1,22,18,12,18
